query_id,source_query,draft_steps,full_generation_ms,first_exact6_ms,first_stable_exact6_ms,first_exact6_equals_final,first_stable_exact6_equals_final,final_exact6,first_exact6_subqueries,stable_exact6_subqueries,final_subqueries
q090,natural language to SQL generation robustness,8,439.889,246.382,390.761,False,True,True,"[""robustness of natural language to SQL generation survey and definitions"", ""large language models for text-to-sql architectures architectures"", ""data augmentation and fine-tuning for robust SQL generation"", ""inference strategies and decoding methods for for SQL generation"", ""benchmarks for evaluating text-to-sql robustness and robustness"", ""limitations and out-of-distribution challenges in natural language to SQL""]","[""robustness of natural language to SQL generation survey and definitions"", ""large language models for text-to-sql architectures comparison"", ""data augmentation and fine-tuning for robust SQL generation"", ""inference strategies and decoding methods for reliable SQL synthesis"", ""benchmarks for evaluating text-to-sql robustness and generalization"", ""limitations and out-of-distribution challenges in natural language to SQL""]","[""robustness of natural language to SQL generation survey and definitions"", ""large language models for text-to-sql architectures comparison"", ""data augmentation and fine-tuning for robust SQL generation"", ""inference strategies and decoding methods for reliable SQL synthesis"", ""benchmarks for evaluating text-to-sql robustness and generalization"", ""limitations and out-of-distribution challenges in natural language to SQL""]"
q091,fairness in algorithmic hiring systems,8,438.235,245.189,437.510,False,True,True,"[""formal fairness definitions and metrics for automated talent recruitment"", ""bias in machine learning models for job selection systems"", ""fairness-aware training methods for algorithmic hiring algorithms"", ""post-processing techniques and and techniques for in hiring hiring"", ""benchmarks and datasets for evaluating algorithmic hiring fairness"", ""ethical limitations and legal challenges of algorithmic hiring tools""]","[""formal fairness definitions and metrics for automated talent recruitment"", ""bias in machine learning models for job selection systems"", ""fairness-aware training methods for algorithmic hiring models"", ""post-processing techniques and sampling methods for fair hiring inference"", ""benchmarks and datasets for evaluating algorithmic recruitment fairness"", ""ethical limitations and legal challenges of AI hiring tools""]","[""formal fairness definitions and metrics for automated talent recruitment"", ""bias in machine learning models for job selection systems"", ""fairness-aware training methods for algorithmic hiring models"", ""post-processing techniques and sampling methods for fair hiring inference"", ""benchmarks and datasets for evaluating algorithmic recruitment fairness"", ""ethical limitations and legal challenges of AI hiring tools""]"
q092,explainability methods for deep neural networks,9,484.866,242.384,484.148,False,True,True,"[""survey of explainable AI methods for deep neural networks"", ""saliency maps and gradient- methods for deep learning"", ""inherently interpre deep architectures architectures- learning architectures"", ""post-based explanations and-based methods for deep learning"", ""bench and and metrics for evaluating model explainability"", ""limitations and robustness challenges of neural network explainability""]","[""survey of explainable AI methods for deep neural networks"", ""saliency maps and gradient based attribution in deep learning"", ""inherently interpretable deep learning architectures and models"", ""post-hoc explanation methods perturbation and sampling for DNNs"", ""benchmarks and metrics for evaluating model explainability"", ""limitations and robustness challenges of neural network explainability""]","[""survey of explainable AI methods for deep neural networks"", ""saliency maps and gradient based attribution in deep learning"", ""inherently interpretable deep learning architectures and models"", ""post-hoc explanation methods perturbation and sampling for DNNs"", ""benchmarks and metrics for evaluating model explainability"", ""limitations and robustness challenges of neural network explainability""]"
q093,human AI collaboration in decision making,10,532.882,241.421,532.158,False,True,True,"[""definitions and frameworks for human-AI collaborative decision making- review"", ""architectures for human human-AI decision support systems"", ""reinforcement learning from human feedback for interactive decision making"", ""interactive inference and adaptive sampling for human--AI loops"", ""benchmarks for evaluating human-AI team team performance"", ""limitations and ethical issues in human-AI joint decision making""]","[""definitions and frameworks for human-AI collaborative decision making"", ""architectures for human-in-the-loop AI systems"", ""reinforcement learning from human feedback for collaborative decision making"", ""interactive inference and adaptive sampling in human-AI decision loops"", ""benchmarks for evaluating human-AI team decision performance"", ""limitations and ethical challenges in human-AI joint decision making""]","[""definitions and frameworks for human-AI collaborative decision making"", ""architectures for human-in-the-loop AI systems"", ""reinforcement learning from human feedback for collaborative decision making"", ""interactive inference and adaptive sampling in human-AI decision loops"", ""benchmarks for evaluating human-AI team decision performance"", ""limitations and ethical challenges in human-AI joint decision making""]"
q094,AI governance frameworks for foundation models,9,482.807,289.086,434.154,False,True,True,"[""taxonomy and taxonomy of AI governance frameworks for foundation models"", ""comparative regulatory approaches for large language models and generative models"", ""governance strategies for foundation model training and data curation"", ""safety protocols and alignment for model inference and sampling techniques"", ""standard benchmarks and evaluation metrics for foundation model compliance"", ""limitations and ethical risks of decentralized AI governance governance""]","[""taxonomy and definitions of AI governance frameworks for foundation models"", ""comparative regulatory approaches for large language models and generative AI"", ""governance strategies for foundation model training and data curation"", ""safety protocols and alignment governance for inference and sampling techniques"", ""standard benchmarks and evaluation metrics for foundation model compliance"", ""limitations and ethical risks in decentralized AI governance frameworks""]","[""taxonomy and definitions of AI governance frameworks for foundation models"", ""comparative regulatory approaches for large language models and generative AI"", ""governance strategies for foundation model training and data curation"", ""safety protocols and alignment governance for inference and sampling techniques"", ""standard benchmarks and evaluation metrics for foundation model compliance"", ""limitations and ethical risks in decentralized AI governance frameworks""]"
q095,auditing bias in recommendation systems,8,436.617,193.616,435.896,False,True,True,"[""taxonomy and definitions of bias in recommendation systems survey"", ""bias auditing methodologies in collaborative filtering and learning models"", ""debibiasing techniques for training recommendation recommendation models"", ""algorithmic bias bias and and bias in recommendation inference"", ""benchmarks and datasets for measuring recommendation fairness"", ""limitations and ethical challenges of algorithmic auditing auditing""]","[""taxonomy and definitions of bias in recommendation systems survey"", ""bias auditing techniques for collaborative filtering and deep learning models"", ""debiasing methods in recommendation system training data"", ""algorithmic fairness and sampling bias in recommendation engine inference"", ""benchmarks and datasets for evaluating recommendation fairness"", ""limitations and ethical challenges in automated bias auditing""]","[""taxonomy and definitions of bias in recommendation systems survey"", ""bias auditing techniques for collaborative filtering and deep learning models"", ""debiasing methods in recommendation system training data"", ""algorithmic fairness and sampling bias in recommendation engine inference"", ""benchmarks and datasets for evaluating recommendation fairness"", ""limitations and ethical challenges in automated bias auditing""]"
q096,economic impacts of generative AI adoption,11,579.611,289.461,578.908,False,True,True,"[""macroeconomic effects of generative AI on labor market productivity"", ""generative AI displacement vs job creation in by industry"", ""cost-benefit analysis of large model integration in enterprises"", ""economic implications of generative AI on global software industries"", ""impactative AI AI AI AI on on global industries"", ""ethical risks and regulatory costs of generative AI economic adoption""]","[""macroeconomic effects of generative AI on labor market productivity"", ""generative AI displacement vs job creation analysis by industry"", ""cost-benefit analysis of LLM integration in enterprises"", ""economic implications of generative AI on global GDP growth"", ""impact of generative AI on software development efficiency and wages"", ""financial risks and regulatory costs of generative AI adoption""]","[""macroeconomic effects of generative AI on labor market productivity"", ""generative AI displacement vs job creation analysis by industry"", ""cost-benefit analysis of LLM integration in enterprises"", ""economic implications of generative AI on global GDP growth"", ""impact of generative AI on software development efficiency and wages"", ""financial risks and regulatory costs of generative AI adoption""]"
q097,education applications of large language models,10,532.263,193.079,531.566,False,True,True,"[""survey of large language models applications education education and learning"", ""LLM architectures for for tutoring and and intelligent tutoring systems"", ""fine-tuning large language models for educational content tasks"", ""prompt engineering and and and techniques for for educational assistants"", ""bench for evaluating evaluating language model performance in educational settings"", ""limitations ethical concerns of of LL in in academic education""]","[""survey of large language model applications in education and pedagogy"", ""LLM architectures for personalized learning and intelligent tutoring systems"", ""fine-tuning large language models for specialized educational content generation"", ""prompt engineering and few-shot learning for educational AI"", ""benchmarks for evaluating LLM performance in academic contexts"", ""limitations ethical concerns and biases of LLMs in education""]","[""survey of large language model applications in education and pedagogy"", ""LLM architectures for personalized learning and intelligent tutoring systems"", ""fine-tuning large language models for specialized educational content generation"", ""prompt engineering and few-shot learning for educational AI"", ""benchmarks for evaluating LLM performance in academic contexts"", ""limitations ethical concerns and biases of LLMs in education""]"
q098,mental health chatbots safety evaluation,8,444.983,243.485,442.119,False,True,True,"[""taxonomy and definitions of of mental health chatbot safety evaluation"", ""architectures and large language models for mental health support bots"", ""fine-tuning methods and reinforcement learning for empathetic AI agents"", ""safety-constrained inference and decoding strategies in therapeutic agents"", ""automatedmarks and metrics for mental health chatbot safety"", ""ethical limitations and clinical risks of AI mental health tools""]","[""taxonomy and definitions of mental health chatbot safety and risks"", ""architectures of large language models for mental health support bots"", ""fine-tuning methods and reinforcement learning for empathetic AI agents"", ""safety-constrained inference and decoding strategies in therapeutic AI"", ""automated benchmarks and metrics for mental health chatbot safety"", ""ethical limitations and clinical risks of automated mental health interventions""]","[""taxonomy and definitions of mental health chatbot safety and risks"", ""architectures of large language models for mental health support bots"", ""fine-tuning methods and reinforcement learning for empathetic AI agents"", ""safety-constrained inference and decoding strategies in therapeutic AI"", ""automated benchmarks and metrics for mental health chatbot safety"", ""ethical limitations and clinical risks of automated mental health interventions""]"
q099,human preference modeling for recommender systems,10,538.275,247.136,489.277,False,True,True,"[""survey of human preference modeling in recommender systems"", ""deep learning architectures for explicit user preference in recommendation"", ""rein learning from human feedback for recommender optimization"", ""inverse reinforcement learning and active learning for preference modeling"", ""benchmarks and datasets for human preference modeling"", ""ations and and in modeling human preference preference modeling""]","[""survey of human preference modeling in recommender systems"", ""deep learning architectures for explicit user preference modeling"", ""reinforcement learning from human feedback for recommender optimization"", ""inverse reinforcement learning and active learning for preference modeling"", ""benchmarks and datasets for evaluating recommendation preference models"", ""limitations and biases in modeling subjective human preferences""]","[""survey of human preference modeling in recommender systems"", ""deep learning architectures for explicit user preference modeling"", ""reinforcement learning from human feedback for recommender optimization"", ""inverse reinforcement learning and active learning for preference modeling"", ""benchmarks and datasets for evaluating recommendation preference models"", ""limitations and biases in modeling subjective human preferences""]"
q100,AI generated misinformation detection and mitigation,9,485.078,242.085,484.295,False,True,True,"[""taxonomy and definitions of AI-generated misinformation and synthetic media"", ""deep learning model architectures for synthetic synthetic text detection"", ""supervised and self-supervised methods for for misinformation detection"", ""adversarial robustness and watermarking for for AI misinformation"", ""benchmarks and datasets for evaluating evaluating AIgenerated misinformation misinformation"", ""limitations and ethical challenges of automated misinformation detection systems""]","[""taxonomy and definitions of AI-generated misinformation and synthetic media"", ""deep learning model architectures for detecting synthetic text images"", ""supervised and self-supervised training methods for misinformation detection"", ""adversarial robustness and watermarking techniques for misinformation mitigation"", ""benchmarks and datasets for evaluating AI-generated content authenticity"", ""limitations and ethical challenges in automated misinformation detection systems""]","[""taxonomy and definitions of AI-generated misinformation and synthetic media"", ""deep learning model architectures for detecting synthetic text images"", ""supervised and self-supervised training methods for misinformation detection"", ""adversarial robustness and watermarking techniques for misinformation mitigation"", ""benchmarks and datasets for evaluating AI-generated content authenticity"", ""limitations and ethical challenges in automated misinformation detection systems""]"
